food,speaker,audio_path,event_num,start_time_sec,end_time_sec,duration,expected_tag,detected_tags,contains_correct_tag
Patato Chips,BY,3.wav,29,86.643,86.73,0.0870000000000033,undefined,"['Animal', 'Silence', 'Music', 'Speech', 'Outside, rural or natural']",False
Patato Chips,BY,4.wav,1,1.117,1.517,0.3999999999999999,chew,"['Animal', 'Silence', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,BY,4.wav,29,70.533,70.829,0.29599999999999227,chew,"['Silence', 'Music', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,CY,1.wav,11,12.748,12.96,0.21200000000000152,chew,"['Silence', 'Music', 'Speech', 'Outside, rural or natural', 'Ping']",False
Patato Chips,CY,1.wav,19,26.422,26.692,0.2699999999999996,chew,"['Outside, rural or natural', 'Animal', 'Silence', 'Speech', 'Liquid']",False
Patato Chips,CY,2.wav,1,1.576,1.916,0.33999999999999986,undefined,"['Silence', 'Run', 'Walk, footsteps', 'Speech', 'Outside, rural or natural']",False
Patato Chips,CY,2.wav,5,6.161,6.288,0.12700000000000067,undefined,"['Silence', 'Bird', 'Music', 'Speech', 'Outside, rural or natural']",False
Patato Chips,CY,3.wav,10,19.018,19.264,0.24599999999999866,chew,"['Animal', 'Silence', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,CY,3.wav,13,26.586,26.832,0.24600000000000222,chew,"['Inside, small room', 'Silence', 'Pigeon, dove', 'Speech', 'Liquid']",False
Patato Chips,CY,4.wav,14,27.159,27.563,0.4039999999999999,chew,"['Animal', 'Inside, small room', 'Pig', 'Speech', 'Dog']",False
Patato Chips,CY,4.wav,15,28.839,29.032,0.1930000000000014,chew,"['Animal', 'Silence', 'Music', 'Speech', 'Outside, rural or natural']",False
Patato Chips,CY,5.wav,2,2.791,3.16,0.3690000000000002,chew,"['Animal', 'Inside, small room', 'Silence', 'Speech', 'Liquid']",False
Patato Chips,CY,5.wav,11,18.368,18.518,0.15000000000000213,chew,"['Silence', 'Music', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Patato Chips,LH,1.wav,3,5.916,6.202,0.2859999999999996,chew,"['Animal', 'Silence', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)']",False
Patato Chips,LH,1.wav,11,23.355,23.684,0.3290000000000006,chew,"['Sailboat, sailing ship', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)', 'Boat, Water vehicle']",False
Patato Chips,LH,2.wav,5,10.12,10.628,0.5080000000000009,chew,"['Silence', 'Run', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,LH,2.wav,11,21.941,22.618,0.6769999999999996,chew,"['Run', 'Walk, footsteps', 'Speech', 'Outside, rural or natural', 'Ping']",False
Patato Chips,LH,3.wav,1,0.871,1.715,0.8440000000000001,chew,"['Animal', 'Inside, small room', 'Silence', 'Music', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,LH,3.wav,33,64.876,65.051,0.17499999999999716,undefined,"['Silence', 'Music', 'Walk, footsteps', 'Speech', 'Outside, rural or natural']",False
Patato Chips,LH,4.wav,27,53.974,54.418,0.4440000000000026,chew,"['Silence', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)', 'Boat, Water vehicle']",False
Patato Chips,LH,4.wav,30,59.038,59.513,0.4750000000000014,chew,"['Boat, Water vehicle', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)', 'Rowboat, canoe, kayak']",False
Patato Chips,WY,1.wav,9,21.294,21.618,0.32399999999999807,chew,"['Animal', 'Silence', 'Inside, small room', 'Speech', 'Outside, rural or natural']",False
Patato Chips,WY,1.wav,13,31.828,32.476,0.6479999999999997,chew,"['Inside, small room', 'Music', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Patato Chips,WY,2.wav,1,1.326,1.485,0.15900000000000003,chew,"['Silence', 'Inside, small room', 'Bird', 'Pigeon, dove', 'Speech']",False
Patato Chips,WY,2.wav,16,36.699,37.577,0.8780000000000001,swallow,"['Animal', 'Silence', 'Music', 'Speech', 'Eruption', 'Outside, rural or natural', 'Wind noise (microphone)', 'Pig']",False
Patato Chips,WY,3.wav,11,27.435,27.746,0.31099999999999994,chew,"['Animal', 'Silence', 'Bird', 'Speech', 'Outside, rural or natural']",False
Patato Chips,WY,3.wav,13,34.697,34.995,0.2979999999999947,chew,"['Animal', 'Silence', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Patato Chips,WY,4.wav,6,14.134,14.393,0.25900000000000034,chew,"['Animal', 'Silence', 'Inside, small room', 'Speech', 'Outside, rural or natural']",False
Patato Chips,WY,4.wav,11,25.789,27.042,1.2530000000000001,swallow,"['Chewing, mastication', 'Biting']",True
Patato Chips,WY,5.wav,4,8.49,8.856,0.36599999999999966,chew,"['Outside, rural or natural', 'Silence', 'Inside, small room', 'Speech', 'Liquid']",False
Patato Chips,WY,5.wav,10,28.397,28.682,0.28500000000000014,chew,"['Silence', 'Bird', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Walnut,BY,1.wav,6,10.581,10.708,0.12700000000000067,chew,"['Silence', 'Bird', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Walnut,BY,1.wav,22,47.85,47.976,0.12599999999999767,chew,"['Silence', 'Music', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Walnut,BY,2.wav,4,11.9,12.341,0.44099999999999895,chew,"['Animal', 'Stomach rumble', 'Silence', 'Speech', 'Outside, rural or natural']",False
Walnut,BY,2.wav,6,17.45,17.621,0.17099999999999937,chew,"['Silence', 'Arrow', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)']",False
Walnut,BY,3.wav,9,22.64,23.018,0.3780000000000001,chew,"['Silence', 'Run', 'Speech', 'Outside, rural or natural', 'Boat, Water vehicle']",False
Walnut,BY,3.wav,18,50.964,51.517,0.5530000000000044,chew,"['Silence', 'Skateboard', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Walnut,BY,4.wav,2,3.796,4.267,0.47100000000000053,chew,"['Silence', 'Run', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)']",False
Walnut,BY,4.wav,4,8.486,8.654,0.16799999999999926,chew,"['Animal', 'Silence', 'Bird', 'Speech', 'Outside, rural or natural']",False
Walnut,CY,1.wav,3,3.877,4.099,0.22200000000000042,chew,"['Animal', 'Silence', 'Inside, small room', 'Speech', 'Outside, rural or natural']",False
Walnut,CY,1.wav,16,23.704,23.974,0.2699999999999996,chew,"['Silence', 'Run', 'Walk, footsteps', 'Speech', 'Outside, rural or natural']",False
Walnut,CY,2.wav,6,9.858,9.981,0.12299999999999933,chew,"['Silence', 'Inside, small room', 'Music', 'Speech', 'Outside, rural or natural']",False
Walnut,CY,2.wav,16,25.165,25.603,0.4380000000000024,chew,"['Animal', 'Inside, small room', 'Silence', 'Speech', 'Pig']",False
Walnut,CY,3.wav,8,12.391,12.583,0.19200000000000017,chew,"['Silence', 'Bird', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Walnut,CY,3.wav,13,16.744,17.499,0.754999999999999,swallow,"['Wind', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)', 'Boat, Water vehicle']",False
Walnut,CY,4.wav,4,6.308,6.552,0.24399999999999977,chew,"['Inside, small room', 'Silence', 'Music', 'Pigeon, dove', 'Speech']",False
Walnut,CY,4.wav,7,12.523,12.789,0.266,chew,"['Silence', 'Inside, small room', 'Speech', 'Outside, rural or natural', 'Ping']",False
Walnut,GY,1.wav,15,20.024,20.983,0.9589999999999996,chew,"['Chewing, mastication', 'Biting']",True
Walnut,GY,1.wav,17,23.145,23.688,0.5429999999999993,chew,"['Boat, Water vehicle', 'Speech', 'Outside, rural or natural', 'Pig', 'Rowboat, canoe, kayak']",False
Walnut,GY,2.wav,5,5.217,5.307,0.09000000000000075,chew,"['Silence', 'Bird', 'Music', 'Speech', 'Outside, rural or natural']",False
Walnut,GY,2.wav,6,5.752,5.984,0.2320000000000002,chew,"['Animal', 'Silence', 'Music', 'Speech', 'Outside, rural or natural']",False
Walnut,GY,3.wav,15,23.323,24.056,0.7330000000000005,swallow,"['Crackle', 'Inside, small room', 'Skateboard', 'Speech', 'Outside, rural or natural']",False
Walnut,GY,3.wav,24,35.705,36.456,0.7510000000000048,swallow,"['Crackle', 'Inside, small room', 'Sound effect', 'Speech', 'Eruption']",False
Walnut,GY,4.wav,2,2.864,3.183,0.31899999999999995,chew,"['Silence', 'Inside, small room', 'Liquid', 'Speech', 'Outside, rural or natural']",False
Walnut,GY,4.wav,12,17.243,18.019,0.7759999999999998,chew,"['Crackle', 'Inside, small room', 'Burping, eructation', 'Skateboard', 'Speech']",False
Walnut,GY,5.wav,34,34.751,34.972,0.22100000000000364,chew,"['Silence', 'Bird', 'Pigeon, dove', 'Speech', 'Outside, rural or natural']",False
Walnut,GY,5.wav,38,38.093,38.815,0.7219999999999942,swallow,"['Crackle', 'Inside, small room', 'Fireworks', 'Walk, footsteps', 'Speech']",False
Walnut,LH,1.wav,9,22.328,22.578,0.25,chew,"['Animal', 'Silence', 'Inside, small room', 'Speech', 'Outside, rural or natural']",False
Walnut,LH,1.wav,22,52.51,53.554,1.044000000000004,swallow,"['Inside, small room', 'Silence', 'Music', 'Walk, footsteps', 'Speech', 'Eruption', 'Outside, rural or natural', 'Pig']",False
Walnut,LH,2.wav,12,27.389,27.61,0.22100000000000009,chew,"['Animal', 'Silence', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)']",False
Walnut,LH,2.wav,21,50.703,51.536,0.8329999999999984,swallow,"['Inside, small room', 'Silence', 'Music', 'Walk, footsteps', 'Speech', 'Outside, urban or manmade', 'Outside, rural or natural', 'Pig']",False
Walnut,LH,3.wav,2,4.031,4.21,0.17900000000000027,chew,"['Silence', 'Music', 'Arrow', 'Speech', 'Outside, rural or natural']",False
Walnut,LH,3.wav,8,15.65,16.235,0.5849999999999991,swallow,"['Inside, small room', 'Music', 'Speech', 'Oink', 'Pig']",False
Water,BY,1.wav,3,8.509,9.208,0.6989999999999998,chew,"['Plop', 'Sound effect', 'Gurgling', 'Speech', 'Pig']",False
Water,BY,1.wav,15,40.341,40.723,0.3819999999999979,bite,"['Silence', 'Music', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Water,BY,2.wav,20,32.383,33.105,0.7219999999999942,chew,"['Inside, small room', 'Music', 'Musical instrument', 'Sound effect', 'Synthesizer']",False
Water,BY,2.wav,21,37.484,37.561,0.07699999999999818,bite,"['Animal', 'Silence', 'Music', 'Speech', 'Outside, rural or natural']",False
Water,BY,3.wav,3,13.932,14.607,0.6749999999999989,chew,"['Animal', 'Inside, small room', 'Hiccup', 'Speech', 'Pig']",False
Water,BY,3.wav,4,20.74,21.362,0.6219999999999999,chew,"['Inside, small room', 'Music', 'Sound effect', 'Speech', 'Clapping']",False
Water,BY,4.wav,1,3.461,4.19,0.7290000000000005,chew,"['Inside, small room', 'Music', 'Plop', 'Creak', 'Sound effect']",False
Water,BY,4.wav,3,19.31,19.975,0.6650000000000027,chew,"['Inside, small room', 'Music', 'Musical instrument', 'Sound effect', 'Speech']",False
Water,CY,1.wav,8,30.006,30.91,0.9039999999999999,chew,"['Drum', 'Echo', 'Silence', 'Music', 'Speech', 'Eruption', 'Outside, rural or natural']",False
Water,CY,1.wav,13,50.504,51.623,1.1189999999999998,chew,"['Echo', 'Silence', 'Music', 'Arrow', 'Speech', 'Eruption', 'Outside, rural or natural']",False
Water,CY,2.wav,5,8.7,9.024,0.32399999999999984,bite,"['Heart sounds, heartbeat', 'Silence', 'Stomach rumble', 'Heart murmur', 'Speech']",False
Water,CY,2.wav,8,14.355,14.941,0.5860000000000003,chew,"['Silence', 'Music', 'Arrow', 'Speech', 'Outside, rural or natural']",False
Water,GY,1.wav,5,28.669,29.587,0.9179999999999993,chew,['Biting'],True
Water,GY,1.wav,10,59.387,60.119,0.7319999999999993,chew,"['Music', 'Sound effect', 'Crunch', 'Synthesizer', 'Pig']",False
Water,GY,2.wav,5,35.407,36.127,0.720000000000006,chew,"['Music', 'Sound effect', 'Crunch', 'Synthesizer', 'Sidetone']",False
Water,GY,2.wav,9,60.851,61.5,0.6490000000000009,chew,"['Chewing, mastication']",True
Water,LH,1.wav,2,9.636,10.366,0.7300000000000004,chew,"['Animal', 'Inside, small room', 'Walk, footsteps', 'Speech', 'Pig']",False
Water,LH,1.wav,9,64.349,65.079,0.7299999999999898,chew,"['Whale vocalization', 'Sound effect', 'Speech', 'Liquid', 'Pig']",False
Water,LH,2.wav,2,20.949,21.523,0.5739999999999981,chew,"['Inside, small room', 'Plop', 'Sound effect', 'Speech', 'Clapping']",False
Water,LH,2.wav,5,58.739,59.164,0.42500000000000426,chew,"['Silence', 'Plop', 'Sound effect', 'Crunch', 'Speech']",False
Water,LH,3.wav,2,16.775,16.992,0.2170000000000023,swallow,"['Silence', 'Music', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural']",False
Water,LH,3.wav,4,29.966,30.543,0.5769999999999982,chew,"['Fart', 'Animal', 'Inside, small room', 'Sound effect', 'Speech']",False
Water,LH,4.wav,2,9.688,10.373,0.6849999999999987,chew,"['Fart', 'Inside, small room', 'Cupboard open or close', 'Sound effect', 'Gargling']",False
Water,LH,4.wav,3,21.808,22.453,0.6449999999999996,chew,['Biting'],True
Water,WY,1.wav,6,31.173,31.677,0.5040000000000013,chew,"['Fart', 'Animal', 'Inside, small room', 'Speech', 'Dog']",False
Water,WY,1.wav,11,57.204,58.921,1.7169999999999987,bite,"['Animal', 'Rowboat, canoe, kayak', 'Vehicle', 'Music', 'Silence', 'Run', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural', 'Ping', 'Boat, Water vehicle']",False
Water,WY,2.wav,13,59.921,61.37,1.448999999999998,bite,"['Bird', 'Pigeon, dove', 'Outside, urban or manmade', 'Speech', 'Outside, rural or natural', 'Wind noise (microphone)', 'Vehicle', 'Boat, Water vehicle']",False
Water,WY,2.wav,14,62.091,62.384,0.29299999999999926,chew,"['Silence', 'Inside, small room', 'Plop', 'Speech', 'Outside, rural or natural']",False